"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Suwannee",404,10975,5780,3580,0.619377162629758
"Suwannee",405,10975,5373,4749,0.883863763260748
"Suwannee",406,10975,5010,4296,0.85748502994012
"Suwannee",407,10975,3145,2653,0.843561208267091
"Suwannee",408,10975,5763,5017,0.870553531146972
"Suwannee",409,10975,5978,4408,0.737370357979257
"Suwannee",410,10975,6464,5226,0.808477722772277
"Suwannee",411,10975,4411,3454,0.783042394014963
"Suwannee",412,10975,5150,4344,0.843495145631068
"Suwannee",413,10975,4150,3763,0.906746987951807
"Suwannee",414,10975,4157,3613,0.86913639643974
"Suwannee",415,10975,5756,5190,0.901667824878388
"Suwannee",416,10975,4660,3521,0.755579399141631
"Suwannee",417,10975,5611,4149,0.739440384958118
"Suwannee",418,10975,7440,6510,0.875
"Suwannee",419,10975,4315,3786,0.877404403244496
"Suwannee",420,10975,5511,4487,0.814189802213754
"Suwannee",421,10975,5604,3641,0.64971448965025
"Suwannee",422,10975,4590,4124,0.898474945533769
"Suwannee",423,10975,5295,4705,0.888574126534466
"Suwannee",424,10975,3700,2796,0.755675675675676
"Suwannee",425,10975,5507,5169,0.938623570001816
"Suwannee",426,10975,5480,5122,0.934671532846715
"Suwannee",427,10975,5171,4535,0.877006381744343
"Suwannee",428,10975,5954,5391,0.9054417198522
"Suwannee",429,10975,4549,3968,0.872279621894922
"Suwannee",430,10975,4327,3555,0.821585394037439
"Suwannee",431,10975,4518,4076,0.902169101372289
"Suwannee",432,10975,5713,5117,0.895676527218624
"Suwannee",433,10975,6128,4679,0.763544386422977
"Suwannee",434,10975,6719,6375,0.948801905045394
"Suwannee",435,10975,4989,4702,0.942473441571457
"Suwannee",436,10975,4485,4262,0.950278706800446
"Suwannee",437,10975,4577,3962,0.865632510377977
"Suwannee",438,10975,3976,3566,0.896881287726358
"Suwannee",439,10975,6692,5437,0.81246264196055
"Suwannee",440,10975,5005,4582,0.915484515484515
"Suwannee",441,10975,6134,5704,0.929898924029997
"Suwannee",442,10975,4232,3768,0.890359168241966
"Suwannee",443,10975,5984,4510,0.753676470588235
"Suwannee",444,10975,5745,5091,0.886161879895561
"Suwannee",445,10975,6534,5679,0.869146005509642
"Suwannee",446,10975,4800,4563,0.950625
"Suwannee",447,10975,3672,3033,0.825980392156863
"Suwannee",448,10975,6852,6411,0.935639229422067
"Suwannee",449,10975,5229,4586,0.877031937272901
"Suwannee",450,10975,3825,3335,0.871895424836601
"Suwannee",451,10975,6519,5565,0.853658536585366
"Suwannee",452,10975,6741,6277,0.931167482569352
"Suwannee",453,10975,5104,4108,0.804858934169279
"Suwannee",454,10975,5379,4351,0.808886410113404
"Suwannee",455,10975,4882,4312,0.883244571896764
"Suwannee",456,10975,6509,5453,0.837763097249962
"Suwannee",457,10975,5253,4294,0.81743765467352
"Suwannee",458,10975,7103,5938,0.835984795156976
"Suwannee",459,10975,6090,5166,0.848275862068966
"Suwannee",460,10975,3838,2908,0.757686294945284
"Suwannee",461,10975,5576,4712,0.845050215208034
"Suwannee",462,10975,5152,4792,0.930124223602484
"Suwannee",463,10975,5113,4698,0.918834343829454
"Suwannee",464,10975,5368,4643,0.864940387481371
"Suwannee",465,10975,3315,2840,0.856711915535445
"Suwannee",466,10975,6354,5214,0.820585457979226
"Suwannee",467,10975,3629,3347,0.922292642601268
"Suwannee",468,10975,4614,4352,0.9432162982228
"Suwannee",469,10975,5793,3148,0.543414465734507
"Suwannee",470,10975,4479,3936,0.878767582049565
"Suwannee",471,10975,7174,6913,0.963618622804572
"Suwannee",472,10975,6064,5195,0.856695250659631
"Suwannee",473,10975,3852,3270,0.848909657320872
"Suwannee",474,10975,3588,3268,0.910813823857302
"Suwannee",475,10975,3531,3287,0.930897762673464
"Suwannee",476,10975,4981,4365,0.876330054205983
"Suwannee",477,10975,6028,5061,0.83958195089582
"Suwannee",478,10975,6540,6319,0.966207951070336
"Suwannee",479,10975,4737,4309,0.909647456195905
"Suwannee",480,10975,5123,4958,0.967792309193832
"Suwannee",481,10975,7124,5478,0.768950028074116
"Suwannee",482,10975,4854,3857,0.794602389781623
"Suwannee",483,10975,6023,4297,0.713431844595716
"Suwannee",484,10975,6308,5979,0.947844007609385
"Suwannee",485,10975,6219,5233,0.841453609905129
"Suwannee",486,10975,5846,5431,0.929011289770783
"Suwannee",487,10975,4576,4094,0.894667832167832
"Suwannee",488,10975,6007,3766,0.626935242217413
"Suwannee",489,10975,4886,4557,0.932664756446991
"Suwannee",490,10975,4985,4177,0.837913741223671
"Suwannee",491,10975,7432,6387,0.859391819160388
"Suwannee",492,10975,5469,4871,0.89065642713476
"Suwannee",493,10975,6187,4399,0.71100695005657
"Suwannee",494,10975,3845,3341,0.868920676202861
"Suwannee",495,10975,4208,3559,0.845769961977186
